word,word_en,tag,phrase_fr,phrase_en
lecture,reading,nf, elle consacrait son temps à la lecture , she consecrated her time to reading 
contribuer,to contribute,v, la consommation de drogues illicites contribue à la criminalité , illegal drug use contributes to crime
attaquer,to attack,v, il est temps d'attaquer le mal à la racine , it's time to attack evil at its roots 
table,table,nf, la bouteille est là sur la table , the bottle is there on the table 
remonter,to go back up,v, notre dernière participation remontait au génocide rwandais , our last participation goes back to the Rwandan genocide
certes,"indeed, certainly, of course",adv, le rapport ne fournit certes pas de solution miracle , the report certainly doesn't provide the miraculous solution
avril,April,nm, je suis né le 10 avril , I was born on April 10th 
autrement,"differently, something else, otherwise",adv, les Américains ont décidé d'agir autrement , the Americans decided to act otherwise 
ferme,farm; firm,"adj(f),adv,nf", les parents doivent parfois se montrer fermes , parents should sometimes stand firm 
désormais,"from now on, henceforth",adv, c'est désormais chose faite , it's henceforth a done deal 
lourd,heavy,adj, nous avons accepté une lourde partie de la responsabilité , we have accepted a heavy part of the responsibility
susciter,"to arouse, provoke",v, une femme qui a étudié la théologie suscite toujours quelque méfiance , a woman who has studied theology still arouses some suspicion
république,republic,nf," je rêve d'une république indépendante, libre et démocratique "," I dream of an independent, free, democratic republic"
dur,hard,"adv,nadj", il va traverser des moments très durs , he will pass through very difficult times 
application,application,nf, l'accord sera mis en application , the agreement will be enacted 
lutter,"to struggle, fight",v, je me préoccupe de lutter contre la pauvreté , I'm busy fighting against poverty 
profit,"profit, benefit",nm, j'ai toujours profit à l'écouter , I always benefit from listening to her 
contenir,to contain,v, ce livre contient donc un message , so this book contains a message 
déposer,"to deposit, put down",v, pourquoi ne dépose-t-il pas ses bagages? , why doesn't he set down his luggage? 
modifier,"to modify, adjust",v, nous pouvons modifier nos paramètres , we can adjust our parameters 
communication,communication,nf, aucun moyen de communication n'a été fermé par le gouvernement , no means of communication was cut off by the government
jugement,judgement,nm, il faut que son jugement s'exerce très très très rapidement , his judgment must be exercised very very very quickly
manque,lack,nm, c'est aussi un manque de respect , it's also a lack of respect 
échec,failure,"adji,nm", l'objectif central est de combattre l'échec scolaire , the main goal is to fight failure in schools 
traverser,"to cross, traverse",v, c'est suicidaire de traverser seul la galaxie entière , it's suicidal to traverse the whole galaxy alone
transformer,to transform,v, cela s'est transformé en un match physique , it was transformed into a physical contest 
engagement,"agreement, commitment",nm, mon premier engagement fut de nature politique , my first appointment was political in nature
frère,brother,nm," tu es mon frère, et je t'aime "," you're my brother, and I love you "
mardi,Tuesday,nm, des manifestations se sont déroulées mardi , protests took place Tuesday 
rencontre,meeting,nm," le matin, je vais à la rencontre du soleil ", in the morning I go to meet the sun 
vote,vote,nm, le vote aura lieu aujourd'hui , the vote will take place today 
renvoyer,"to send back, dismiss",v, il devrait renvoyer le signal de libération au réseau , he had to send the liberation signal to the network
regretter,to regret,v, tous étaient violents. peu regrettaient leurs actes , everybody was violent. few regretted their acts
espèce,species,nf, c'est une espèce en voie de disparition , that's an endangered species 
recommandation,recommendation,nf, nous avons fait neuf recommandations précises , we made nine specific recommendations 
consister,to consist,v, en quoi consiste ton travail? , what does your job consist of? 
réagir,to react,v, tu réagis comme une enfant , you're reacting like a child 
surprendre,to surprise,v," mon garçon, parfois tu me surprends "," my son, sometimes you surprise me "
circonstance,circumstance,nf, les circonstances ne sont pas idéales , the circumstances are less than ideal 
témoin,witness,nm, j'ai des témoins. ma femme a été enlevée , I have witnesses. my wife was kidnapped 
améliorer,to improve,v, la situation semblait s'améliorer , the situation seemed to improve 
administration,administration,nf, les administrations précédentes ont perdu toute autorité , the preceding administrations have lost all authority
réfléchir,to reflect,v, j'ai réfléchi à la question , I thought about the question 
lumière,light,nf, elle était juste heureuse de voir la lumière du jour , she was happy to see daylight again 
vert,green,nadj," il avait 23 ans, des yeux vert émeraude "," he was twenty-three years old, with emerald green eyes"
apprécier,to appreciate,v, ils n'apprécient pas le spectacle , they don't appreciate the show 
combat,"fight, combat",nm, nous devons nous préparer pour le grand combat , we must prepare for the big battle 
sensible,sensitive,nadj(f), je dois avoir touché une corde sensible , I must have touched a sensitive nerve 
étudiant,student,nadj, les dames serviront à boire aux étudiants , the ladies served drinks to the students 
vitesse,speed,nf, accélérez en vitesse d'attaque , accelerate to attack speed 
malade,"ill, sick",nadj(f)," ton père est malade, il aimerait te voir "," your father is sick, he wants to see you "
portée,"range, reach, scope",nf, Linux est à présent à la portée du grand public , Linux is now within reach of the general public
élève,"pupil, student","nm,nf", ils ont été mes élèves , they were my students 
contrôler,"to control, check, inspect, monitor",v, c'est la volonté du propriétaire de contrôler ce qui se passe chez lui , it's up to the owner to decide whether to check up on what's happening at his house
merci,thank you; favor,"intj,nm,nf", merci pour la bière , thanks for the beer 
certainement,certainly,adv, ce n'est certainement pas nous qui ferons cela , we are certainly not the ones to do that 
visite,visit,nf," je reviendrais bien ici, en visite ", I would gladly come back here on a visit 
assemblée,"assembly, meeting",nf, la direction organisa une assemblée générale , management organized a general meeting 
émission,"transmission, broadcasting, programme",nf," une émission de télé passe, les écrits restent "," a TV show disappears, but writings persist "
arrivée,arrival,nf, on annonçait notre arrivée dans le quartier , our arrival was noised about in the neighborhood 
puissance,power,nf, la Chine est une puissance importante sur la scène mondiale , China is an important power on the global scene
partenaire,partner,"nm,nf", nous pourrions être amis! partenaires. frères d'arme ," we could be friends, partners, brothers in arms"
contenter,"to satisfy, please",v, tu te contenteras d'être le chauffeur , you will be satisfied to be the driver 
perte,loss,nf, c'était une perte de temps d'aller chez le médecin , it was a waste of time to go see the doctor 
libéral,liberal,nadj, nous avons maintenant un gouvernement libéral , we now have a liberal government 
citoyen,citizen,nadj, les gouvernements doivent représenter tous les citoyens , governments must represent every citizen
citer,to quote,v, j'aimerais citer quatre paragraphes , I would like to cite four paragraphs 
influence,influence,nf, la France perdit de son influence , France lost her influence 
camp,camp,nm, on n'a jamais bombardé nos camps , our camps were never bombed 
établissement,"establishment, organization",nm, l'établissement de systèmes de contrôle est important , it's important to establish verification systems
